product_id,category,sub_category,brand,product_title,Img_URL,short_description,long_description,price,currency,discount_percentage,stock_quantity,rating,review_count,variants,specifications,tags,reviews
CAM021,Electronics,Camera,Sony,ZV-1F,null,Compact vlogging camera,"Wide angle lens perfect for vloggers.",44999,INR,15,28,4.5,112,"[{""color"":""Black""}]","{""sensor"":""20.1MP 1-inch"",""video"":""4K 30fps"",""screen"":""3 inch Flip Touch""}","[""sony"",""compact"",""vlogging""]","[{""rating"":5,""comment"":""Perfect for travel vlogs""},{""rating"":4,""comment"":""Easy to carry""}]"
CAM022,Electronics,Camera,Nikon,Z6 II,null,Versatile full-frame mirrorless,"Excellent for both photo and video.",149999,INR,10,14,4.7,89,"[{""type"":""Body Only""}]","{""sensor"":""24.5MP Full Frame"",""iso"":""100-51200"",""video"":""4K 60fps""}","[""nikon"",""full frame""]","[{""rating"":5,""comment"":""Beautiful colors""},{""rating"":5,""comment"":""Reliable performance""}]"
CAM023,Electronics,Camera,Fujifilm,X-S20,null,Content creator mirrorless,"Film simulations with strong video features.",114999,INR,12,20,4.6,78,"[{""color"":""Black""}]","{""sensor"":""26.1MP APS-C"",""video"":""6.2K""}","[""fujifilm"",""content creator""]","[{""rating"":5,""comment"":""Film modes are amazing""},{""rating"":4,""comment"":""Great video quality""}]"
CAM024,Electronics,Camera,Canon,PowerShot SX70 HS,null,Bridge camera with superzoom,"65x optical zoom in compact body.",42999,INR,18,30,4.4,134,"[{""color"":""Black""}]","{""sensor"":""20.3MP"",""zoom"":""65x"",""video"":""4K""}","[""canon"",""bridge"",""superzoom""]","[{""rating"":4,""comment"":""Insane zoom""},{""rating"":4,""comment"":""Good for beginners""}]"
CAM025,Electronics,Camera,Sony,Alpha A7C II,null,Compact full-frame camera,"Powerful performance in small body.",164999,INR,10,12,4.8,67,"[{""type"":""Body Only""}]","{""sensor"":""33MP Full Frame"",""iso"":""100-51200"",""video"":""4K 60fps""}","[""sony"",""full frame"",""compact""]","[{""rating"":5,""comment"":""Best compact full-frame""},{""rating"":5,""comment"":""Amazing quality""}]"
CAM026,Electronics,Camera,DJI,Osmo Action 4,null,Action camera with excellent low light,"Superb stabilization and low light performance.",32999,INR,15,25,4.6,98,"[{""color"":""Black""}]","{""sensor"":""1/1.3 inch"",""video"":""4K 120fps"",""water_resistance"":""18m""}","[""dji"",""action""]","[{""rating"":5,""comment"":""Great low light""},{""rating"":5,""comment"":""Very stable""}]"
CAM027,Electronics,Camera,Canon,EOS RP,null,Affordable full-frame mirrorless,"Lightweight entry to full-frame photography.",89999,INR,12,20,4.5,112,"[{""type"":""Body Only""}]","{""sensor"":""26.2MP Full Frame"",""iso"":""100-40000""}","[""canon"",""full frame"",""entry level""]","[{""rating"":5,""comment"":""Beautiful skin tones""},{""rating"":4,""comment"":""Light and compact""}]"
CAM028,Electronics,Camera,Nikon,Z8,null,Professional hybrid flagship,"High resolution with pro features.",229999,INR,8,8,4.9,45,"[{""type"":""Body Only""}]","{""sensor"":""45.7MP Full Frame"",""video"":""8K""}","[""nikon"",""professional"",""flagship""]","[{""rating"":5,""comment"":""Beast of a camera""},{""rating"":5,""comment"":""Incredible resolution""}]"
CAM029,Electronics,Camera,Fujifilm,X100VI,null,Iconic compact camera,"Premium fixed lens with film simulations.",164999,INR,10,12,4.8,76,"[{""color"":""Black""}]","{""sensor"":""40MP APS-C"",""lens"":""23mm f/2""}","[""fujifilm"",""compact"",""premium""]","[{""rating"":5,""comment"":""Street photography king""},{""rating"":5,""comment"":""Beautiful colors""}]"
CAM030,Electronics,Camera,Sony,ZV-E1,null,Full-frame vlogging camera,"Compact full-frame for serious creators.",149999,INR,10,14,4.7,89,"[{""color"":""Black""}]","{""sensor"":""12MP Full Frame"",""video"":""4K 60fps""}","[""sony"",""vlogging"",""full frame""]","[{""rating"":5,""comment"":""Best vlogging camera""},{""rating"":5,""comment"":""Amazing low light""}]"
CAM031,Electronics,Camera,Canon,EOS R5,null,High-resolution flagship,"45MP full-frame with 8K video.",289999,INR,8,10,4.8,67,"[{""type"":""Body Only""}]","{""sensor"":""45MP Full Frame"",""iso"":""100-51200"",""video"":""8K 30fps""}","[""canon"",""full frame"",""flagship""]","[{""rating"":5,""comment"":""Insane resolution""},{""rating"":5,""comment"":""Best video quality""}]"
CAM032,Electronics,Camera,Sony,Alpha A7R V,null,High resolution mirrorless,"61MP full-frame with best autofocus.",289999,INR,8,9,4.8,54,"[{""type"":""Body Only""}]","{""sensor"":""61MP Full Frame"",""iso"":""100-32000"",""video"":""8K""}","[""sony"",""full frame"",""high resolution""]","[{""rating"":5,""comment"":""Mind-blowing detail""},{""rating"":5,""comment"":""Best AF system""}]"
CAM033,Electronics,Camera,Nikon,Z9,null,Professional flagship mirrorless,"Flagship speed and durability.",399999,INR,5,6,4.9,42,"[{""type"":""Body Only""}]","{""sensor"":""45.7MP Full Frame"",""video"":""8K 30fps""}","[""nikon"",""flagship"",""professional""]","[{""rating"":5,""comment"":""Beast for sports""},{""rating"":5,""comment"":""Built like a tank""}]"
CAM034,Electronics,Camera,Canon,EOS R100,null,Entry level mirrorless,"Affordable and compact starter camera.",28999,INR,20,55,4.3,178,"[{""type"":""With 18-45mm Lens""}]","{""sensor"":""24.2MP APS-C"",""video"":""4K 24fps""}","[""canon"",""beginner"",""budget""]","[{""rating"":4,""comment"":""Great for beginners""},{""rating"":4,""comment"":""Light and easy""}]"
CAM035,Electronics,Camera,Sony,ZV-E10 II,null,Latest vlogging mirrorless,"Improved vlogging features and autofocus.",67999,INR,12,25,4.7,134,"[{""type"":""Body Only""}]","{""sensor"":""26MP APS-C"",""video"":""4K 60fps"",""screen"":""3 inch Flip Touch""}","[""sony"",""vlogging""]","[{""rating"":5,""comment"":""Perfect for creators""},{""rating"":5,""comment"":""Excellent video""}]"
CAM036,Electronics,Camera,Fujifilm,X-T5,null,High resolution retro camera,"40MP with film simulations.",139999,INR,10,18,4.7,89,"[{""color"":""Black""}]","{""sensor"":""40MP APS-C"",""video"":""6.2K""}","[""fujifilm"",""retro""]","[{""rating"":5,""comment"":""Beautiful film colors""},{""rating"":5,""comment"":""Great build""}]"
CAM037,Electronics,Camera,GoPro,Hero 13 Creator Edition,null,Action camera kit,"Complete vlogging kit with accessories.",54999,INR,15,20,4.6,98,"[{""color"":""Black""}]","{""sensor"":""27MP"",""video"":""5.3K 60fps""}","[""gopro"",""action"",""creator""]","[{""rating"":5,""comment"":""Complete kit""},{""rating"":4,""comment"":""Very versatile""}]"
CAM038,Electronics,Camera,Nikon,Z f,null,Retro full-frame mirrorless,"Stunning design with modern performance.",164999,INR,10,14,4.7,76,"[{""color"":""Black""}]","{""sensor"":""24.5MP Full Frame""}","[""nikon"",""retro"",""full frame""]","[{""rating"":5,""comment"":""Gorgeous retro look""},{""rating"":5,""comment"":""Excellent image quality""}]"
CAM039,Electronics,Camera,Canon,EOS R50,null,Lightweight mirrorless,"Compact and user-friendly.",52999,INR,15,30,4.5,112,"[{""type"":""With 18-45mm Lens""}]","{""sensor"":""24.2MP APS-C"",""video"":""4K 30fps""}","[""canon"",""mirrorless""]","[{""rating"":4,""comment"":""Easy to carry""},{""rating"":4,""comment"":""Good for travel""}]"
CAM040,Electronics,Camera,Sony,Alpha A6600,null,APS-C with in-body stabilization,"Great for video and photography.",94999,INR,12,20,4.6,85,"[{""type"":""Body Only""}]","{""sensor"":""24.2MP APS-C"",""video"":""4K 30fps""}","[""sony"",""ibis""]","[{""rating"":5,""comment"":""Excellent stabilization""},{""rating"":4,""comment"":""Reliable""}]"
CAM041,Electronics,Camera,DJI,Osmo Pocket 3 Creator Combo,null,Portable gimbal camera,"All-in-one vlogging solution.",52999,INR,12,22,4.6,98,"[{""color"":""Black""}]","{""sensor"":""1-inch"",""video"":""4K 120fps""}","[""dji"",""gimbal"",""creator""]","[{""rating"":5,""comment"":""Extremely stable""},{""rating"":5,""comment"":""Perfect for travel""}]"
CAM042,Electronics,Camera,Canon,EOS 90D,null,High performance DSLR,"Fast shooting with flip screen.",89999,INR,15,18,4.5,76,"[{""type"":""With 18-135mm Lens""}]","{""sensor"":""32.5MP APS-C"",""video"":""4K 30fps""}","[""canon"",""dslr""]","[{""rating"":5,""comment"":""Fast and sharp""},{""rating"":4,""comment"":""Great for sports""}]"
CAM043,Electronics,Camera,Fujifilm,X-H2S,null,High speed flagship,"40MP stacked sensor with fast performance.",219999,INR,8,10,4.8,45,"[{""color"":""Black""}]","{""sensor"":""40MP Stacked APS-C"",""video"":""6.2K""}","[""fujifilm"",""flagship""]","[{""rating"":5,""comment"":""Blazing fast""},{""rating"":5,""comment"":""Best hybrid""}]"
CAM044,Electronics,Camera,Nikon,Z30 II,null,Updated vlogging camera,"Improved features for content creators.",57999,INR,12,25,4.5,89,"[{""type"":""Body Only""}]","{""sensor"":""20.9MP APS-C"",""video"":""4K 60fps""}","[""nikon"",""vlogging""]","[{""rating"":4,""comment"":""Great for YouTube""},{""rating"":4,""comment"":""Good audio""}]"
CAM045,Electronics,Camera,Sony,ZV-E1,null,Compact full-frame vlogging,"Best-in-class vlogging performance.",159999,INR,10,12,4.7,67,"[{""color"":""Black""}]","{""sensor"":""12MP Full Frame"",""video"":""4K 60fps""}","[""sony"",""vlogging"",""full frame""]","[{""rating"":5,""comment"":""Amazing low light video""},{""rating"":5,""comment"":""Compact and powerful""}]"
CAM046,Electronics,Camera,Canon,EOS R6,null,Popular full-frame hybrid,"Excellent low light and stabilization.",149999,INR,10,15,4.7,98,"[{""type"":""Body Only""}]","{""sensor"":""20MP Full Frame"",""video"":""4K 60fps""}","[""canon"",""full frame""]","[{""rating"":5,""comment"":""Superb low light""},{""rating"":4,""comment"":""Great IBIS""}]"
CAM047,Electronics,Camera,Insta360,GO 3,null,Tiny action camera,"Ultra-compact thumb-sized action cam.",29999,INR,18,40,4.4,134,"[{""color"":""Black""}]","{""sensor"":""Small Sensor"",""video"":""2.7K""}","[""insta360"",""tiny"",""action""]","[{""rating"":5,""comment"":""Super small and cool""},{""rating"":4,""comment"":""Fun to use""}]"
CAM048,Electronics,Camera,Fujifilm,X100V,null,Iconic street camera,"Fixed lens with classic design.",124999,INR,10,14,4.8,65,"[{""color"":""Black""}]","{""sensor"":""26MP APS-C"",""lens"":""23mm f/2""}","[""fujifilm"",""street"",""premium""]","[{""rating"":5,""comment"":""Best street camera""},{""rating"":5,""comment"":""Timeless design""}]"
CAM049,Electronics,Camera,Nikon,Z5,null,Affordable full-frame mirrorless,"Great entry to full-frame photography.",74999,INR,15,25,4.5,112,"[{""type"":""Body Only""}]","{""sensor"":""24.3MP Full Frame""}","[""nikon"",""full frame"",""entry""]","[{""rating"":5,""comment"":""Beautiful full-frame colors""},{""rating"":4,""comment"":""Good value""}]"
CAM050,Electronics,Camera,Sony,Alpha A1,null,Ultimate professional camera,"50MP stacked sensor with 8K video.",449999,INR,5,5,4.9,34,"[{""type"":""Body Only""}]","{""sensor"":""50MP Full Frame"",""video"":""8K 30fps""}","[""sony"",""professional"",""flagship""]","[{""rating"":5,""comment"":""Absolute monster""},{""rating"":5,""comment"":""Best of the best""}]"
TV001,Electronics,Television,VisionTech,UltraView 55 4K Smart TV,null,55-inch 4K UHD Smart TV,Stunning 4K display with HDR support and built-in streaming apps.,38999,INR,15,20,4.4,156,"[{""size"":""55 inch""},{""size"":""65 inch""}]","{""resolution"":""4K UHD"",""hdr"":""HDR10"",""smart"":""Android TV"",""sound"":""20W Dolby Audio"",""ports"":""3 HDMI, 2 USB""}","[""TV"",""4K"",""smart TV"",""HDR"",""streaming""]","[{""rating"":5,""comment"":""Picture quality is superb""},{""rating"":4,""comment"":""Great for movies""}]"
TV002,Electronics,Television,Samsung,Crystal 4K UHD 55 Inch,null,Smart 4K TV with Crystal Processor,"Vibrant colors and smart features with Tizen OS.",42999,INR,15,28,4.6,245,"[{""size"":""55 inch""},{""size"":""65 inch""}]","{""resolution"":""4K UHD"",""smart"":""Tizen OS"",""hdr"":""HDR10+"",""sound"":""20W"",""refresh_rate"":""60Hz""}","[""samsung"",""4k"",""smart tv""]","[{""rating"":5,""comment"":""Picture quality is superb""},{""rating"":4,""comment"":""Easy to use""}]"
TV003,Electronics,Television,LG,43 Inch UHD Smart TV,null,Affordable 4K Smart TV,"WebOS with good color accuracy.",32999,INR,18,35,4.4,198,"[{""size"":""43 inch""},{""size"":""50 inch""}]","{""resolution"":""4K UHD"",""smart"":""WebOS"",""hdr"":""HDR10"",""sound"":""20W"",""magic_remote"":""Yes""}","[""lg"",""4k"",""smart tv""]","[{""rating"":4,""comment"":""Great value""},{""rating"":4,""comment"":""Smooth interface""}]"
TV004,Electronics,Television,Sony,Bravia 55 Inch 4K,null,Premium 4K LED TV,"Excellent picture quality with Google TV.",67999,INR,12,20,4.7,156,"[{""size"":""55 inch""}]","{""resolution"":""4K UHD"",""smart"":""Google TV"",""hdr"":""HDR10, Dolby Vision"",""sound"":""20W"",""refresh_rate"":""60Hz""}","[""sony"",""bravia"",""premium""]","[{""rating"":5,""comment"":""Best picture quality""},{""rating"":5,""comment"":""Natural colors""}]"
TV005,Electronics,Television,Xiaomi,A Pro 55 Inch 4K,null,Best value 4K Smart TV,"Feature rich with PatchWall interface.",32999,INR,20,50,4.3,234,"[{""size"":""55 inch""},{""size"":""65 inch""}]","{""resolution"":""4K UHD"",""smart"":""Android TV"",""hdr"":""HDR10"",""sound"":""20W"",""refresh_rate"":""60Hz""}","[""xiaomi"",""value"",""smart tv""]","[{""rating"":4,""comment"":""Excellent value""},{""rating"":4,""comment"":""Good performance""}]"
TV006,Electronics,Television,LG,OLED 55 Inch C3,null,Premium OLED TV,"Perfect blacks and stunning picture quality.",119999,INR,10,12,4.8,98,"[{""size"":""55 inch""}]","{""resolution"":""4K UHD"",""panel"":""OLED"",""smart"":""WebOS"",""hdr"":""Dolby Vision"",""refresh_rate"":""120Hz""}","[""lg"",""oled"",""premium""]","[{""rating"":5,""comment"":""Blacks are perfect""},{""rating"":5,""comment"":""Best for movies""}]"
TV007,Electronics,Television,Samsung,QLED 65 Inch Q70,null,QLED with excellent brightness,"Vivid colors and smart features.",74999,INR,15,22,4.6,134,"[{""size"":""65 inch""}]","{""resolution"":""4K UHD"",""panel"":""QLED"",""smart"":""Tizen"",""hdr"":""HDR10+"",""refresh_rate"":""120Hz""}","[""samsung"",""qled""]","[{""rating"":5,""comment"":""Bright and vibrant""},{""rating"":4,""comment"":""Good for gaming""}]"
TV008,Electronics,Television,TCL,50 Inch 4K Google TV,null,Best budget Google TV,"Good picture with Google TV interface.",28999,INR,22,60,4.3,189,"[{""size"":""50 inch""},{""size"":""55 inch""}]","{""resolution"":""4K UHD"",""smart"":""Google TV"",""hdr"":""HDR10"",""sound"":""24W""}","[""tcl"",""budget"",""google tv""]","[{""rating"":4,""comment"":""Great value""},{""rating"":4,""comment"":""Smooth Google TV""}]"
TV009,Electronics,Television,Sony,Bravia 65 Inch X80L,null,Large screen 4K TV,"Premium Sony picture processing.",84999,INR,12,18,4.6,112,"[{""size"":""65 inch""}]","{""resolution"":""4K UHD"",""smart"":""Google TV"",""hdr"":""Dolby Vision"",""sound"":""20W""}","[""sony"",""bravia"",""large screen""]","[{""rating"":5,""comment"":""Natural colors""},{""rating"":4,""comment"":""Good sound""}]"
TV010,Electronics,Television,Hisense,55 Inch 4K UHD,null,Feature rich budget TV,"Good picture with VIDAA OS.",31999,INR,20,45,4.2,156,"[{""size"":""55 inch""}]","{""resolution"":""4K UHD"",""smart"":""VIDAA OS"",""hdr"":""HDR10"",""sound"":""20W""}","[""hisense"",""budget""]","[{""rating"":4,""comment"":""Surprisingly good""},{""rating"":4,""comment"":""Value for money""}]"
TV011,Electronics,Television,LG,65 Inch OLED evo,null,Next-gen OLED TV,"Brighter OLED panel with excellent contrast.",159999,INR,10,10,4.8,78,"[{""size"":""65 inch""}]","{""resolution"":""4K UHD"",""panel"":""OLED evo"",""smart"":""WebOS"",""refresh_rate"":""120Hz""}","[""lg"",""oled"",""premium""]","[{""rating"":5,""comment"":""Incredible picture""},{""rating"":5,""comment"":""Worth the price""}]"
TV012,Electronics,Television,Samsung,Crystal 43 Inch,null,Compact 4K Smart TV,"Perfect size for bedroom.",28999,INR,18,40,4.4,134,"[{""size"":""43 inch""}]","{""resolution"":""4K UHD"",""smart"":""Tizen OS""}","[""samsung"",""compact""]","[{""rating"":4,""comment"":""Good for small rooms""},{""rating"":4,""comment"":""Clear display""}]"
TV013,Electronics,Television,TCL,65 Inch QLED Google TV,null,QLED at great price,"Vibrant colors with Google TV.",52999,INR,15,30,4.5,112,"[{""size"":""65 inch""}]","{""resolution"":""4K UHD"",""panel"":""QLED"",""smart"":""Google TV"",""refresh_rate"":""120Hz""}","[""tcl"",""qled"",""value""]","[{""rating"":5,""comment"":""Bright vibrant colors""},{""rating"":4,""comment"":""Excellent value""}]"
TV014,Electronics,Television,Sony,Bravia 75 Inch,null,Large premium 4K TV,"Immersive big screen experience.",119999,INR,10,12,4.7,89,"[{""size"":""75 inch""}]","{""resolution"":""4K UHD"",""smart"":""Google TV"",""hdr"":""Dolby Vision""}","[""sony"",""large screen"",""premium""]","[{""rating"":5,""comment"":""Cinema-like experience""},{""rating"":5,""comment"":""Huge and beautiful""}]"
TV015,Electronics,Television,Hisense,75 Inch 4K ULED,null,Large size budget TV,"Good brightness and smart features.",64999,INR,18,25,4.3,98,"[{""size"":""75 inch""}]","{""resolution"":""4K UHD"",""smart"":""VIDAA OS""}","[""hisense"",""large"",""budget""]","[{""rating"":4,""comment"":""Big screen at good price""},{""rating"":4,""comment"":""Decent picture""}]"
TV016,Electronics,Television,Samsung,QLED 55 Inch Q80,null,Premium QLED TV,"Excellent brightness and color accuracy.",74999,INR,12,20,4.6,134,"[{""size"":""55 inch""}]","{""resolution"":""4K UHD"",""panel"":""QLED"",""smart"":""Tizen OS"",""hdr"":""HDR10+"",""refresh_rate"":""120Hz""}","[""samsung"",""qled"",""premium""]","[{""rating"":5,""comment"":""Vibrant colors""},{""rating"":4,""comment"":""Great for gaming""}]"
TV017,Electronics,Television,LG,55 Inch OLED B4,null,Popular OLED TV,"Perfect blacks and infinite contrast.",94999,INR,10,18,4.8,156,"[{""size"":""55 inch""}]","{""resolution"":""4K UHD"",""panel"":""OLED"",""smart"":""WebOS"",""hdr"":""Dolby Vision"",""refresh_rate"":""120Hz""}","[""lg"",""oled""]","[{""rating"":5,""comment"":""Best picture quality""},{""rating"":5,""comment"":""Perfect for movies""}]"
TV018,Electronics,Television,Xiaomi,X 65 Inch 4K,null,Large size value TV,"Good performance with Android TV.",47999,INR,20,35,4.3,178,"[{""size"":""65 inch""}]","{""resolution"":""4K UHD"",""smart"":""Android TV"",""hdr"":""HDR10"",""sound"":""30W""}","[""xiaomi"",""large"",""value""]","[{""rating"":4,""comment"":""Great big screen""},{""rating"":4,""comment"":""Good value""}]"
TV019,Electronics,Television,Sony,Bravia 65 Inch X90L,null,Premium 4K LED TV,"Outstanding brightness and color processing.",109999,INR,10,15,4.7,98,"[{""size"":""65 inch""}]","{""resolution"":""4K UHD"",""smart"":""Google TV"",""hdr"":""Dolby Vision"",""refresh_rate"":""120Hz""}","[""sony"",""bravia"",""premium""]","[{""rating"":5,""comment"":""Super bright""},{""rating"":5,""comment"":""Natural colors""}]"
TV020,Electronics,Television,TCL,65 Inch C845 QLED,null,Best value QLED TV,"Mini-LED with high brightness.",62999,INR,18,25,4.5,145,"[{""size"":""65 inch""}]","{""resolution"":""4K UHD"",""panel"":""QLED Mini-LED"",""smart"":""Google TV"",""refresh_rate"":""120Hz""}","[""tcl"",""qled"",""mini led""]","[{""rating"":5,""comment"":""Extremely bright""},{""rating"":4,""comment"":""Fantastic value""}]"
TV021,Electronics,Television,LG,43 Inch UHD AI ThinQ,null,Compact smart TV with AI,"Good picture with intelligent features.",35999,INR,15,40,4.4,167,"[{""size"":""43 inch""}]","{""resolution"":""4K UHD"",""smart"":""WebOS"",""hdr"":""HDR10""}","[""lg"",""compact""]","[{""rating"":4,""comment"":""Perfect bedroom size""},{""rating"":4,""comment"":""Smooth WebOS""}]"
TV022,Electronics,Television,Samsung,Neo QLED 55 Inch,null,Next-gen Mini LED TV,"Ultra bright with excellent contrast.",99999,INR,12,14,4.7,89,"[{""size"":""55 inch""}]","{""resolution"":""4K UHD"",""panel"":""Neo QLED"",""smart"":""Tizen"",""refresh_rate"":""120Hz""}","[""samsung"",""neo qled"",""premium""]","[{""rating"":5,""comment"":""Extremely bright""},{""rating"":5,""comment"":""Best for bright rooms""}]"
TV023,Electronics,Television,Hisense,65 Inch ULED 4K,null,Large budget TV,"Good brightness and smart features.",54999,INR,20,32,4.3,134,"[{""size"":""65 inch""}]","{""resolution"":""4K UHD"",""smart"":""VIDAA OS""}","[""hisense"",""large"",""budget""]","[{""rating"":4,""comment"":""Surprisingly good""},{""rating"":4,""comment"":""Big screen value""}]"
TV024,Electronics,Television,Sony,Bravia 50 Inch,null,Compact premium Sony TV,"Excellent Sony processing.",52999,INR,15,25,4.6,112,"[{""size"":""50 inch""}]","{""resolution"":""4K UHD"",""smart"":""Google TV"",""hdr"":""Dolby Vision""}","[""sony"",""compact""]","[{""rating"":5,""comment"":""Best colors""},{""rating"":4,""comment"":""Premium feel""}]"
TV025,Electronics,Television,LG,OLED 65 Inch G4,null,Gallery series OLED,"Ultra thin wall mountable OLED.",169999,INR,8,10,4.8,67,"[{""size"":""65 inch""}]","{""resolution"":""4K UHD"",""panel"":""OLED"",""smart"":""WebOS"",""refresh_rate"":""120Hz""}","[""lg"",""oled"",""gallery""]","[{""rating"":5,""comment"":""Stunning picture""},{""rating"":5,""comment"":""Perfect blacks""}]"
TV026,Electronics,Television,TCL,55 Inch Google TV,null,Reliable mid-range TV,"Good performance with Google TV.",35999,INR,18,45,4.3,156,"[{""size"":""55 inch""}]","{""resolution"":""4K UHD"",""smart"":""Google TV""}","[""tcl"",""google tv""]","[{""rating"":4,""comment"":""Smooth interface""},{""rating"":4,""comment"":""Good daily TV""}]"
TV027,Electronics,Television,Samsung,Crystal 75 Inch,null,Large 4K TV,"Immersive big screen experience.",74999,INR,15,20,4.5,98,"[{""size"":""75 inch""}]","{""resolution"":""4K UHD"",""smart"":""Tizen OS""}","[""samsung"",""large screen""]","[{""rating"":5,""comment"":""Huge and immersive""},{""rating"":4,""comment"":""Good brightness""}]"
TV028,Electronics,Television,Hisense,55 Inch Mini LED,null,Mini LED at great price,"High brightness and local dimming.",49999,INR,18,28,4.4,112,"[{""size"":""55 inch""}]","{""resolution"":""4K UHD"",""panel"":""Mini LED"",""smart"":""VIDAA OS""}","[""hisense"",""mini led""]","[{""rating"":5,""comment"":""Very bright""},{""rating"":4,""comment"":""Great contrast""}]"
TV029,Electronics,Television,LG,50 Inch UHD Smart TV,null,Mid-size 4K TV,"Balanced performance with WebOS.",39999,INR,20,40,4.4,145,"[{""size"":""50 inch""}]","{""resolution"":""4K UHD"",""smart"":""WebOS""}","[""lg"",""mid size""]","[{""rating"":4,""comment"":""Perfect size""},{""rating"":4,""comment"":""Smooth OS""}]"
TV030,Electronics,Television,Sony,Bravia 85 Inch,null,Ultra large premium TV,"Cinema-like experience at home.",189999,INR,10,8,4.7,56,"[{""size"":""85 inch""}]","{""resolution"":""4K UHD"",""smart"":""Google TV"",""hdr"":""Dolby Vision""}","[""sony"",""ultra large"",""premium""]","[{""rating"":5,""comment"":""Massive and stunning""},{""rating"":5,""comment"":""Theatre at home""}]"
TV031,Electronics,Television,Samsung,QLED 50 Inch Q80D,null,"Premium QLED TV","Excellent brightness and color accuracy.",69999,INR,12,18,4.6,124,"[{""size"":""50 inch""}]","{""resolution"":""4K UHD"",""panel"":""QLED"",""smart"":""Tizen OS"",""hdr"":""HDR10+"",""refresh_rate"":""120Hz""}","[""samsung"",""qled"",""premium""]","[{""rating"":5,""comment"":""Vibrant colors""},{""rating"":4,""comment"":""Great for gaming""}]"
TV032,Electronics,Television,LG,55 Inch OLED B4,null,"Popular OLED TV","Perfect blacks and infinite contrast.",94999,INR,10,18,4.8,156,"[{""size"":""55 inch""}]","{""resolution"":""4K UHD"",""panel"":""OLED"",""smart"":""WebOS"",""hdr"":""Dolby Vision"",""refresh_rate"":""120Hz""}","[""lg"",""oled""]","[{""rating"":5,""comment"":""Best picture quality""},{""rating"":5,""comment"":""Perfect for movies""}]"
TV033,Electronics,Television,Xiaomi,X 65 Inch 4K,null,"Large size value TV","Good performance with Android TV.",47999,INR,20,35,4.3,178,"[{""size"":""65 inch""}]","{""resolution"":""4K UHD"",""smart"":""Android TV"",""hdr"":""HDR10"",""sound"":""30W""}","[""xiaomi"",""large"",""value""]","[{""rating"":4,""comment"":""Great big screen""},{""rating"":4,""comment"":""Good value""}]"
TV034,Electronics,Television,Sony,Bravia 65 Inch X90L,null,"Premium 4K LED TV","Outstanding brightness and color processing.",109999,INR,10,15,4.7,98,"[{""size"":""65 inch""}]","{""resolution"":""4K UHD"",""smart"":""Google TV"",""hdr"":""Dolby Vision"",""refresh_rate"":""120Hz""}","[""sony"",""bravia"",""premium""]","[{""rating"":5,""comment"":""Super bright""},{""rating"":5,""comment"":""Natural colors""}]"
TV035,Electronics,Television,TCL,65 Inch C845 QLED,null,"Best value QLED TV","Mini-LED with high brightness.",62999,INR,18,25,4.5,145,"[{""size"":""65 inch""}]","{""resolution"":""4K UHD"",""panel"":""QLED Mini-LED"",""smart"":""Google TV"",""refresh_rate"":""120Hz""}","[""tcl"",""qled"",""mini led""]","[{""rating"":5,""comment"":""Extremely bright""},{""rating"":4,""comment"":""Fantastic value""}]"
TV036,Electronics,Television,LG,43 Inch UHD AI ThinQ,null,"Compact smart TV with AI","Good picture with intelligent features.",35999,INR,15,40,4.4,167,"[{""size"":""43 inch""}]","{""resolution"":""4K UHD"",""smart"":""WebOS"",""hdr"":""HDR10""}","[""lg"",""compact""]","[{""rating"":4,""comment"":""Perfect bedroom size""},{""rating"":4,""comment"":""Smooth WebOS""}]"
TV037,Electronics,Television,Samsung,Neo QLED 55 Inch,null,"Next-gen Mini LED TV","Ultra bright with excellent contrast.",99999,INR,12,14,4.7,89,"[{""size"":""55 inch""}]","{""resolution"":""4K UHD"",""panel"":""Neo QLED"",""smart"":""Tizen"",""refresh_rate"":""120Hz""}","[""samsung"",""neo qled"",""premium""]","[{""rating"":5,""comment"":""Extremely bright""},{""rating"":5,""comment"":""Best for bright rooms""}]"
TV038,Electronics,Television,Hisense,65 Inch ULED 4K,null,"Large budget TV","Good brightness and smart features.",54999,INR,20,32,4.3,134,"[{""size"":""65 inch""}]","{""resolution"":""4K UHD"",""smart"":""VIDAA OS""}","[""hisense"",""large"",""budget""]","[{""rating"":4,""comment"":""Surprisingly good""},{""rating"":4,""comment"":""Big screen value""}]"
TV039,Electronics,Television,Sony,Bravia 50 Inch,null,"Compact premium Sony TV","Excellent Sony processing.",52999,INR,15,25,4.6,112,"[{""size"":""50 inch""}]","{""resolution"":""4K UHD"",""smart"":""Google TV"",""hdr"":""Dolby Vision""}","[""sony"",""compact""]","[{""rating"":5,""comment"":""Best colors""},{""rating"":4,""comment"":""Premium feel""}]"
TV040,Electronics,Television,LG,OLED 65 Inch G4,null,"Gallery series OLED","Ultra thin wall mountable OLED.",169999,INR,8,10,4.8,67,"[{""size"":""65 inch""}]","{""resolution"":""4K UHD"",""panel"":""OLED"",""smart"":""WebOS"",""refresh_rate"":""120Hz""}","[""lg"",""oled"",""gallery""]","[{""rating"":5,""comment"":""Stunning picture""},{""rating"":5,""comment"":""Perfect blacks""}]"
